Country,Year,Daily_Cigarettes,Percentage_Male_Smokers,Percentage_Female_Smokers,Percentage_Total_Smokers,Smokers_Total,Smokers_Female,Smokers_Male,Region
Maldives,1980,27.4,20.8,31.2,8.5,17679,3317,14362,Asia
Maldives,1981,27.4,20.7,31.0,8.5,18207,3441,14766,Asia
Maldives,1982,27.4,20.6,30.9,8.5,18776,3565,15210,Asia
Maldives,1983,27.3,20.6,30.8,8.5,19356,3692,15665,Asia
Maldives,1984,27.2,20.5,30.7,8.5,19897,3810,16086,Asia
Maldives,1985,27.2,20.3,30.6,8.5,20396,3926,16470,Asia
Maldives,1986,27.1,20.2,30.5,8.4,20868,4042,16825,Asia
Maldives,1987,27.1,20.1,30.4,8.4,21319,4163,17156,Asia
Maldives,1988,27.1,20.0,30.3,8.3,21747,4289,17458,Asia
Maldives,1989,27.2,19.8,30.2,8.3,22160,4416,17744,Asia
Maldives,1990,27.3,19.7,30.1,8.3,22582,4548,18034,Asia
Maldives,1991,27.5,19.5,30.0,8.3,23004,4683,18320,Asia
Maldives,1992,27.8,19.4,29.9,8.2,23440,4825,18615,Asia
Maldives,1993,28.1,19.3,29.8,8.2,23925,4980,18945,Asia
Maldives,1994,28.4,19.1,29.7,8.2,24454,5152,19302,Asia
Maldives,1995,28.6,19.0,29.5,8.2,25085,5356,19729,Asia
Maldives,1996,28.7,18.9,29.2,8.3,25812,5597,20215,Asia
Maldives,1997,28.7,18.8,29.3,8.0,26699,5616,21084,Asia
Maldives,1998,28.7,18.7,29.3,7.8,27637,5700,21937,Asia
Maldives,1999,28.6,18.6,29.2,7.7,28619,5824,22795,Asia
Maldives,2000,28.4,18.5,29.2,7.6,29659,5971,23687,Asia
Maldives,2001,28.2,18.4,29.2,7.4,30764,6126,24638,Asia
Maldives,2002,28.0,18.4,29.2,7.3,31932,6273,25659,Asia
Maldives,2003,27.6,18.3,29.3,7.1,33154,6404,26750,Asia
Maldives,2004,27.2,18.3,29.6,6.9,34470,6499,27971,Asia
Maldives,2005,26.7,18.4,30.2,6.6,36045,6422,29623,Asia
Maldives,2006,26.1,18.7,31.0,6.3,37745,6353,31391,Asia
Maldives,2007,25.4,18.9,31.8,6.1,39558,6316,33242,Asia
Maldives,2008,24.7,19.2,32.6,5.9,41461,6323,35138,Asia
Maldives,2009,24.1,19.6,33.4,5.8,43429,6394,37035,Asia
Maldives,2010,23.6,19.8,33.8,5.8,45162,6626,38536,Asia
Maldives,2011,23.2,20.0,34.1,5.9,46819,6900,39919,Asia
Maldives,2012,22.8,20.2,34.4,6.0,48450,7199,41251,Asia
Mali,1980,5.8,10.4,17.9,3.1,394923,59944,334979,Africa
Mali,1981,5.8,10.4,17.9,3.1,400407,60838,339569,Africa
Mali,1982,5.9,10.3,17.9,3.1,406580,61786,344794,Africa
Mali,1983,5.9,10.3,17.9,3.1,412805,62721,350084,Africa
Mali,1984,6.0,10.3,17.9,3.1,418056,63635,354421,Africa
Mali,1985,6.1,10.3,17.9,3.1,421818,64498,357320,Africa
Mali,1986,6.2,10.2,17.8,3.1,423653,65256,358398,Africa
Mali,1987,6.3,10.2,17.8,3.1,424087,65898,358189,Africa
Mali,1988,6.4,10.2,17.7,3.1,424600,66470,358130,Africa
Mali,1989,6.5,10.1,17.7,3.1,426959,67089,359870,Africa
Mali,1990,6.6,10.1,17.7,3.1,431862,67850,364012,Africa
Mali,1991,6.7,10.1,17.7,3.0,439329,68652,370677,Africa
Mali,1992,6.8,10.1,17.7,3.0,449333,69624,379710,Africa
Mali,1993,6.8,10.1,17.7,3.0,461464,70711,390753,Africa
Mali,1994,6.9,10.1,17.7,3.0,474834,71805,403029,Africa
Mali,1995,7.0,10.1,17.7,2.9,488765,72918,415846,Africa
Mali,1996,7.1,10.1,17.7,2.9,502804,74022,428782,Africa
Mali,1997,7.2,10.1,17.7,2.9,514771,75658,439113,Africa
Mali,1998,7.3,10.1,17.6,2.9,527771,77206,450565,Africa
Mali,1999,7.4,10.1,17.6,2.9,542248,78810,463439,Africa
Mali,2000,7.5,10.1,17.6,2.9,558050,80476,477575,Africa
Mali,2001,7.6,10.1,17.6,2.8,575093,82306,492787,Africa
Mali,2002,7.7,10.1,17.7,2.8,592962,84382,508580,Africa
Mali,2003,7.8,10.1,17.7,2.8,612114,86757,525357,Africa
Mali,2004,7.9,10.1,17.6,2.9,631188,90496,540692,Africa
Mali,2005,8.0,10.2,17.6,2.9,651403,94518,556885,Africa
Mali,2006,8.1,10.2,17.5,3.0,672540,98679,573861,Africa
Mali,2007,8.3,10.2,17.5,3.0,693925,101740,592185,Africa
Mali,2008,8.4,10.2,17.5,3.0,716458,104813,611645,Africa
Mali,2009,8.5,10.2,17.6,3.0,740311,107847,632464,Africa
Mali,2010,8.6,10.3,17.6,3.0,763965,110698,653266,Africa
Mali,2011,8.7,10.3,17.7,3.0,786396,113256,673140,Africa
Mali,2012,8.7,10.3,17.7,2.9,808244,115719,692525,Africa
Malta,1980,36.3,25.9,31.2,21.1,65589,27801,37788,Europe
Malta,1981,36.2,26.2,31.5,21.2,67142,28238,38904,Europe
Malta,1982,36.2,26.5,32.1,21.3,68813,28648,40164,Europe
Malta,1983,36.3,26.9,32.8,21.4,70628,29079,41549,Europe
Malta,1984,36.4,27.4,33.5,21.6,72511,29530,42981,Europe
Malta,1985,36.6,27.8,34.2,21.8,74428,30022,44406,Europe
Malta,1986,36.9,28.3,34.9,22.0,76300,30518,45782,Europe
Malta,1987,37.1,28.6,35.5,22.2,78040,30989,47051,Europe
Malta,1988,37.3,28.9,35.9,22.2,79502,31387,48116,Europe
Malta,1989,37.5,29.0,36.1,22.2,80740,31722,49018,Europe
Malta,1990,37.6,29.0,36.2,22.2,81832,32016,49817,Europe
Malta,1991,37.7,29.0,36.2,22.1,82738,32248,50490,Europe
Malta,1992,37.8,28.8,36.0,21.9,83509,32420,51090,Europe
Malta,1993,37.8,28.6,35.8,21.7,84146,32550,51597,Europe
Malta,1994,37.8,28.3,35.4,21.4,84596,32647,51948,Europe
Malta,1995,37.8,28.0,35.0,21.2,84840,32705,52135,Europe
Malta,1996,37.7,27.6,34.6,20.9,84986,32746,52239,Europe
Malta,1997,37.9,27.1,33.9,20.6,84333,32529,51804,Europe
Malta,1998,38.0,26.6,33.2,20.2,83766,32342,51423,Europe
Malta,1999,38.1,26.1,32.5,19.8,83165,32145,51020,Europe
Malta,2000,38.2,25.5,31.7,19.4,82366,31871,50495,Europe
Malta,2001,38.4,25.0,31.1,19.1,81728,31620,50109,Europe
Malta,2002,38.6,24.5,30.4,18.7,81098,31393,49705,Europe
Malta,2003,39.2,23.8,29.5,18.2,79821,30954,48867,Europe
Malta,2004,39.8,23.2,28.7,17.8,78698,30611,48087,Europe
Malta,2005,40.4,22.6,27.9,17.5,77642,30341,47301,Europe
Malta,2006,40.9,22.2,27.2,17.2,76897,30216,46681,Europe
Malta,2007,41.3,21.8,26.7,17.1,76405,30181,46224,Europe
Malta,2008,41.4,21.6,26.3,17.0,76240,30222,46019,Europe
Malta,2009,41.1,21.7,26.6,17.0,77328,30431,46897,Europe
Malta,2010,40.9,21.8,26.6,17.0,78143,30696,47448,Europe
Malta,2011,40.6,21.9,26.8,17.1,79181,31015,48166,Europe
Malta,2012,40.3,22.1,27.1,17.2,80354,31356,48998,Europe
Marshall Islands,1980,22.1,19.5,33.6,4.6,3256,377,2879,
Marshall Islands,1981,22.1,19.5,33.6,4.6,3428,397,3030,
Marshall Islands,1982,22.1,19.5,33.7,4.6,3577,415,3162,
Marshall Islands,1983,22.0,19.5,33.7,4.6,3741,434,3306,
Marshall Islands,1984,21.9,19.5,33.7,4.6,3916,455,3461,
Marshall Islands,1985,21.9,19.5,33.7,4.6,4109,478,3631,
Marshall Islands,1986,21.6,19.4,33.7,4.6,4307,502,3805,
Marshall Islands,1987,21.3,19.4,33.5,4.6,4514,528,3986,
Marshall Islands,1988,21.0,19.3,33.4,4.6,4732,555,4177,
Marshall Islands,1989,20.7,19.3,33.4,4.6,4890,575,4315,
Marshall Islands,1990,20.5,19.2,33.3,4.6,5032,593,4439,
Marshall Islands,1991,20.3,19.2,33.3,4.6,5174,610,4564,
Marshall Islands,1992,20.1,19.2,33.3,4.6,5289,625,4665,
Marshall Islands,1993,19.9,19.3,33.4,4.6,5395,638,4756,
Marshall Islands,1994,19.6,19.3,33.4,4.6,5488,651,4837,
Marshall Islands,1995,19.3,19.3,33.4,4.6,5567,661,4906,
Marshall Islands,1996,19.1,19.3,33.4,4.6,5649,671,4978,
Marshall Islands,1997,19.2,19.2,33.4,4.7,5720,684,5036,
Marshall Islands,1998,19.2,19.2,33.3,4.7,5802,698,5105,
Marshall Islands,1999,19.3,19.1,33.2,4.7,5890,713,5177,
Marshall Islands,2000,19.4,19.1,33.1,4.7,5981,728,5253,
Marshall Islands,2001,19.4,19.0,33.0,4.7,6088,747,5342,
Marshall Islands,2002,19.5,19.0,32.9,4.7,6217,769,5448,
Marshall Islands,2003,19.6,18.8,32.6,4.8,6330,794,5536,
Marshall Islands,2004,19.7,18.7,32.2,4.8,6441,820,5621,
Marshall Islands,2005,19.8,18.5,31.9,4.8,6550,844,5705,
Marshall Islands,2006,19.8,18.3,31.5,4.8,6660,870,5789,
Marshall Islands,2007,19.9,18.1,31.2,4.8,6769,895,5874,
Marshall Islands,2008,20.0,18.0,30.9,4.9,6880,919,5961,
Marshall Islands,2009,20.1,17.9,30.6,4.9,7003,944,6059,
Marshall Islands,2010,20.2,17.8,30.5,4.9,7155,969,6186,
Marshall Islands,2011,20.2,17.8,30.4,4.9,7312,994,6318,
Marshall Islands,2012,20.1,17.7,30.3,4.9,7478,1020,6457,
Mauritania,1980,14.0,9.3,15.9,2.9,77741,12290,65450,
Mauritania,1981,14.0,9.3,16.0,2.9,80307,12673,67633,
Mauritania,1982,14.1,9.3,16.0,2.9,83077,13079,69998,
Mauritania,1983,14.2,9.4,16.1,2.9,85958,13507,72451,
Mauritania,1984,14.6,9.4,16.2,2.9,89031,13960,75072,
Mauritania,1985,15.0,9.5,16.3,2.9,92164,14427,77737,
Mauritania,1986,15.4,9.5,16.4,2.9,95302,14895,80407,
Mauritania,1987,15.9,9.6,16.5,2.9,98603,15379,83223,
Mauritania,1988,16.5,9.6,16.6,2.9,102209,15915,86294,
Mauritania,1989,17.1,9.7,16.8,3.0,106073,16496,89577,
Mauritania,1990,17.9,9.8,16.9,3.0,110291,17129,93163,
Mauritania,1991,18.8,9.9,17.1,3.0,114782,17774,97007,
Mauritania,1992,19.7,10.0,17.3,3.0,119693,18477,101216,
Mauritania,1993,20.7,10.2,17.5,3.1,124953,19221,105732,
Mauritania,1994,21.9,10.3,17.8,3.1,130810,20017,110793,
Mauritania,1995,23.1,10.5,18.0,3.1,137140,20853,116287,
Mauritania,1996,24.2,10.6,18.3,3.2,143867,21724,122143,
Mauritania,1997,25.6,10.8,18.6,3.2,151110,22628,128482,
Mauritania,1998,27.0,11.0,19.0,3.2,159081,23614,135467,
Mauritania,1999,28.4,11.2,19.3,3.3,167646,24661,142985,
Mauritania,2000,29.7,11.4,19.7,3.3,177102,25800,151302,
Mauritania,2001,31.2,11.7,20.2,3.3,187291,27020,160271,
Mauritania,2002,32.7,11.9,20.6,3.4,198201,28321,169880,
Mauritania,2003,34.1,12.2,21.0,3.4,209193,29678,179515,
Mauritania,2004,35.7,12.3,21.2,3.5,218831,31013,187818,
Mauritania,2005,37.2,12.4,21.4,3.5,228315,32352,195963,
Mauritania,2006,38.1,12.4,21.4,3.5,236406,33569,202837,
Mauritania,2007,38.9,12.5,21.5,3.6,245673,34992,210681,
Mauritania,2008,39.6,12.6,21.7,3.6,255347,36462,218885,
Mauritania,2009,40.4,12.8,21.9,3.6,265760,38008,227752,
Mauritania,2010,41.0,12.9,22.1,3.7,275938,39328,236610,
Mauritania,2011,41.5,12.9,22.2,3.7,285824,40595,245229,
Mauritania,2012,41.8,13.0,22.3,3.7,295072,41876,253196,
Mauritius,1980,23.6,21.1,39.8,3.3,130932,10451,120481,Africa
Mauritius,1981,23.3,21.1,39.8,3.3,134385,10702,123683,Africa
Mauritius,1982,23.0,21.1,39.8,3.3,137600,10932,126667,Africa
Mauritius,1983,22.8,21.1,39.7,3.3,140619,11151,129468,Africa
Mauritius,1984,22.5,21.2,39.7,3.3,143518,11373,132145,Africa
Mauritius,1985,22.2,21.2,39.7,3.3,146419,11587,134832,Africa
Mauritius,1986,21.9,21.2,39.7,3.3,149247,11768,137480,Africa
Mauritius,1987,21.5,21.3,39.7,3.3,151946,11918,140028,Africa
Mauritius,1988,21.1,21.3,39.7,3.3,154583,12043,142540,Africa
Mauritius,1989,20.7,21.3,39.8,3.3,157357,12159,145199,Africa
Mauritius,1990,20.3,21.4,39.8,3.2,160265,12276,147989,Africa
Mauritius,1991,19.9,21.4,39.9,3.2,163351,12423,150928,Africa
Mauritius,1992,19.6,21.5,40.0,3.2,166581,12594,153987,Africa
Mauritius,1993,19.4,21.3,39.8,3.1,168356,12507,155850,Africa
Mauritius,1994,19.4,21.1,39.4,3.1,169582,12389,157193,Africa
Mauritius,1995,19.4,20.8,39.0,3.0,170378,12265,158113,Africa
Mauritius,1996,19.5,20.5,38.5,2.9,170696,12187,158509,Africa
Mauritius,1997,19.8,20.0,37.7,2.8,169214,12031,157183,Africa
Mauritius,1998,20.1,19.6,36.8,2.8,167806,11958,155848,Africa
Mauritius,1999,20.8,18.9,35.6,2.7,164203,11728,152475,Africa
Mauritius,2000,21.5,18.2,34.4,2.6,160555,11537,149018,Africa
Mauritius,2001,22.3,17.7,33.4,2.5,157370,11408,145962,Africa
Mauritius,2002,23.0,17.3,32.6,2.5,155005,11366,143639,Africa
Mauritius,2003,23.6,17.0,32.0,2.5,153649,11442,142207,Africa
Mauritius,2004,23.9,17.0,31.8,2.7,154915,12316,142599,Africa
Mauritius,2005,24.1,17.1,31.9,2.7,156979,12603,144376,Africa
Mauritius,2006,24.2,17.2,32.1,2.7,159568,12879,146689,Africa
Mauritius,2007,24.3,17.3,32.4,2.8,162544,13133,149411,Africa
Mauritius,2008,24.5,17.5,32.6,2.8,165731,13322,152409,Africa
Mauritius,2009,24.6,17.6,33.0,2.8,169357,13583,155774,Africa
Mauritius,2010,24.7,17.9,33.4,2.8,173235,13848,159386,Africa
Mauritius,2011,24.8,18.1,33.8,2.8,177126,14107,163019,Africa
Mauritius,2012,25.0,18.3,34.3,2.8,180963,14347,166616,Africa
Mexico,1980,15.6,26.0,39.0,13.4,10121218,2656644,7464574,North America
Mexico,1981,14.0,25.3,37.9,13.1,10136531,2679947,7456585,North America
Mexico,1982,12.8,24.9,37.3,13.0,10278811,2733001,7545810,North America
Mexico,1983,12.2,24.9,37.2,13.0,10552366,2815723,7736643,North America
Mexico,1984,11.6,24.9,37.2,13.0,10864714,2906925,7957789,North America
Mexico,1985,11.1,24.9,37.2,13.1,11226486,3008102,8218383,North America
Mexico,1986,10.9,25.1,37.6,13.2,11695834,3131284,8564551,North America
Mexico,1987,10.7,25.4,38.0,13.3,12213611,3266212,8947400,North America
Mexico,1988,10.6,25.7,38.4,13.5,12771903,3414198,9357705,North America
Mexico,1989,10.6,25.6,38.2,13.4,13116021,3503880,9612140,North America
Mexico,1990,10.5,25.3,37.8,13.3,13390657,3591813,9798844,North America
Mexico,1991,10.4,24.9,37.3,13.1,13580359,3671142,9909217,North America
Mexico,1992,10.2,24.3,36.5,12.9,13672636,3730367,9942268,North America
Mexico,1993,10.1,23.6,35.6,12.5,13689015,3765264,9923752,North America
Mexico,1994,10.3,22.1,33.6,11.6,13183042,3599002,9584041,North America
Mexico,1995,11.0,20.7,31.7,10.6,12630785,3403647,9227138,North America
Mexico,1996,11.7,19.1,29.4,9.7,11953082,3176699,8776383,North America
Mexico,1997,12.5,17.2,26.7,8.6,11051270,2910597,8140674,North America
Mexico,1998,13.1,15.7,24.3,7.8,10290294,2705776,7584518,North America
Mexico,1999,13.7,14.3,22.2,7.2,9595458,2537899,7057558,North America
Mexico,2000,13.9,13.2,20.5,6.7,9061762,2409308,6652454,North America
Mexico,2001,14.2,12.4,19.2,6.3,8667349,2312435,6354915,North America
Mexico,2002,14.4,11.8,18.3,6.0,8376157,2235639,6140519,North America
Mexico,2003,14.7,11.2,17.5,5.6,8108411,2155801,5952610,North America
Mexico,2004,14.6,10.9,17.0,5.4,7998155,2097079,5901076,North America
Mexico,2005,14.4,10.5,16.6,5.1,7898130,2038105,5860025,North America
Mexico,2006,14.3,10.1,16.0,4.9,7708635,1964860,5743775,North America
Mexico,2007,14.1,9.7,15.4,4.6,7536182,1908420,5627762,North America
Mexico,2008,13.9,9.4,14.9,4.5,7440285,1883048,5557237,North America
Mexico,2009,14.0,9.3,14.7,4.5,7514808,1910129,5604678,North America
Mexico,2010,13.4,9.5,14.9,4.6,7810113,2005244,5804869,North America
Mexico,2011,12.6,9.7,15.2,4.8,8167695,2124837,6042858,North America
Mexico,2012,11.8,9.9,15.4,4.9,8496024,2235847,6260177,North America
Micronesia,1980,21.5,26.0,42.0,10.0,10014,1907,8107,
Micronesia,1981,21.6,26.0,41.9,10.0,10403,1982,8421,
Micronesia,1982,21.7,26.0,41.8,10.0,10817,2061,8757,
Micronesia,1983,21.8,26.0,41.7,10.0,11250,2143,9107,
Micronesia,1984,22.0,26.0,41.7,10.0,11696,2228,9469,
Micronesia,1985,22.0,26.0,41.6,10.0,12119,2310,9810,
Micronesia,1986,21.9,26.0,41.6,10.0,12522,2389,10133,
Micronesia,1987,21.8,26.0,41.6,10.0,12909,2463,10446,
Micronesia,1988,21.7,26.0,41.6,10.1,13278,2535,10743,
Micronesia,1989,21.6,26.0,41.6,10.1,13635,2608,11026,
Micronesia,1990,21.6,26.0,41.5,10.1,13978,2685,11292,
Micronesia,1991,21.7,25.9,41.2,10.1,14307,2766,11542,
Micronesia,1992,21.8,25.7,40.9,10.2,14619,2848,11771,
Micronesia,1993,21.9,25.6,40.6,10.2,14900,2928,11971,
Micronesia,1994,22.0,25.4,40.2,10.2,15134,3006,12127,
Micronesia,1995,21.9,25.2,39.9,10.3,15318,3085,12234,
Micronesia,1996,21.9,25.1,39.5,10.4,15467,3168,12299,
Micronesia,1997,21.8,25.1,39.3,10.8,15707,3366,12340,
Micronesia,1998,21.7,25.1,39.0,11.1,15826,3490,12336,
Micronesia,1999,21.7,24.9,38.8,11.2,15881,3562,12319,
Micronesia,2000,21.6,24.8,38.5,11.2,15900,3601,12300,
Micronesia,2001,21.6,24.7,38.2,11.2,15901,3617,12284,
Micronesia,2002,21.6,24.6,38.0,11.2,15896,3620,12276,
Micronesia,2003,21.6,24.5,37.8,11.2,15883,3614,12269,
Micronesia,2004,21.6,24.4,37.6,11.1,15870,3601,12268,
Micronesia,2005,21.6,24.4,37.5,11.1,15849,3584,12264,
Micronesia,2006,21.6,24.3,37.4,11.1,15822,3565,12257,
Micronesia,2007,21.5,24.3,37.3,11.0,15797,3545,12252,
Micronesia,2008,21.5,24.3,37.3,11.0,15790,3528,12261,
Micronesia,2009,21.5,24.3,37.3,10.9,15813,3517,12297,
Micronesia,2010,21.4,24.3,37.3,10.9,15877,3516,12362,
Micronesia,2011,21.3,24.3,37.3,10.9,15981,3524,12458,
Micronesia,2012,21.1,24.3,37.3,10.9,16121,3542,12579,
Moldova,1980,29.9,25.8,48.7,6.2,757212,98519,658693,Europe
Moldova,1981,29.4,25.8,48.8,6.2,766688,98903,667784,Europe
Moldova,1982,29.1,25.9,49.0,6.2,777219,99522,677697,Europe
Moldova,1983,28.9,26.0,49.2,6.2,787276,100173,687103,Europe
Moldova,1984,28.8,26.1,49.4,6.1,795930,100605,695324,Europe
Moldova,1985,28.7,26.1,49.4,6.1,801311,100457,700853,Europe
Moldova,1986,28.7,26.2,49.5,6.0,807347,100286,707060,Europe
Moldova,1987,28.7,26.2,49.5,6.0,811933,99858,712075,Europe
Moldova,1988,28.8,26.2,49.6,5.9,815984,99315,716669,Europe
Moldova,1989,29.0,26.2,49.7,5.9,820750,98720,722030,Europe
Moldova,1990,29.1,26.2,49.7,5.8,823648,97833,725814,Europe
Moldova,1991,28.8,25.9,49.1,5.7,816722,95687,721035,Europe
Moldova,1992,27.8,25.1,47.8,5.4,796511,91884,704627,Europe
Moldova,1993,26.9,24.5,46.6,5.2,777849,88303,689546,Europe
Moldova,1994,25.5,23.6,45.1,4.9,752388,84067,668321,Europe
Moldova,1995,24.2,22.9,43.6,4.7,728174,80250,647924,Europe
Moldova,1996,22.9,22.2,42.4,4.5,706937,77131,629806,Europe
Moldova,1997,22.3,21.2,40.5,4.4,674159,73807,600352,Europe
Moldova,1998,21.7,20.4,38.9,4.2,646167,71326,574840,Europe
Moldova,1999,21.1,19.8,37.6,4.2,622925,69521,553403,Europe
Moldova,2000,20.8,19.3,36.7,4.1,606264,68406,537858,Europe
Moldova,2001,20.9,19.1,36.2,4.1,595579,67810,527769,Europe
Moldova,2002,21.4,19.0,36.0,4.1,589895,67498,522396,Europe
Moldova,2003,22.3,19.0,36.0,4.1,587244,67260,519984,Europe
Moldova,2004,23.5,19.2,36.2,4.1,587556,67215,520341,Europe
Moldova,2005,24.9,19.4,36.6,4.2,591100,67420,523681,Europe
Moldova,2006,26.9,19.2,36.3,4.1,583464,66568,516896,Europe
Moldova,2007,29.0,19.1,36.1,4.1,577174,66125,511049,Europe
Moldova,2008,31.2,19.1,36.2,4.1,575991,66426,509565,Europe
Moldova,2009,32.9,19.2,36.3,4.2,574764,66909,507855,Europe
Moldova,2010,34.6,19.4,36.7,4.3,578451,67851,510601,Europe
Moldova,2011,35.6,20.1,38.0,4.4,594522,69937,524585,Europe
Moldova,2012,36.3,20.9,39.4,4.6,611955,72125,539830,Europe
Mongolia,1980,12.4,20.9,37.7,4.8,198955,23476,175479,Asia
Mongolia,1981,12.6,20.9,37.8,4.8,205610,24102,181508,Asia
Mongolia,1982,12.8,21.0,38.0,4.8,212887,24826,188062,Asia
Mongolia,1983,13.0,21.1,38.2,4.8,220500,25614,194886,Asia
Mongolia,1984,13.2,21.2,38.4,4.8,228682,26459,202222,Asia
Mongolia,1985,13.3,21.4,38.6,4.8,237511,27368,210143,Asia
Mongolia,1986,13.4,21.5,38.9,4.8,247042,28361,218681,Asia
Mongolia,1987,13.4,21.6,39.1,4.8,257127,29385,227742,Asia
Mongolia,1988,13.4,21.7,39.3,4.8,267227,30371,236856,Asia
Mongolia,1989,13.5,21.8,39.5,4.8,276598,31235,245363,Asia
Mongolia,1990,13.4,21.9,39.7,4.8,284662,31945,252717,Asia
Mongolia,1991,13.2,21.9,39.8,4.8,290994,32466,258528,Asia
Mongolia,1992,12.9,21.9,39.8,4.8,295675,32786,262888,Asia
Mongolia,1993,12.6,21.9,39.7,4.7,299589,32981,266607,Asia
Mongolia,1994,12.3,21.9,39.7,4.7,303703,33235,270468,Asia
Mongolia,1995,12.1,21.9,39.8,4.7,308930,33545,275385,Asia
Mongolia,1996,12.0,21.9,39.8,4.7,314988,33905,281083,Asia
Mongolia,1997,11.9,22.1,40.0,4.6,322503,34361,288142,Asia
Mongolia,1998,11.8,22.2,40.1,4.6,331017,34991,296026,Asia
Mongolia,1999,11.8,22.3,40.3,4.7,340402,35795,304607,Asia
Mongolia,2000,11.8,22.5,40.5,4.7,351258,36732,314526,Asia
Mongolia,2001,11.8,22.6,40.7,4.7,362657,37835,324822,Asia
Mongolia,2002,11.9,22.7,40.9,4.7,374772,39160,335611,Asia
Mongolia,2003,11.9,22.8,41.1,4.7,387669,40700,346969,Asia
Mongolia,2004,12.0,22.9,41.5,4.8,401521,42398,359123,Asia
Mongolia,2005,12.2,23.2,41.8,4.9,415717,44209,371508,Asia
Mongolia,2006,12.4,23.3,42.1,5.0,428699,46391,382308,Asia
Mongolia,2007,12.7,23.6,42.4,5.1,442436,48754,393681,Asia
Mongolia,2008,13.0,23.9,43.0,5.3,457329,51304,406026,Asia
Mongolia,2009,13.1,24.2,43.5,5.5,471754,53915,417840,Asia
Mongolia,2010,13.3,24.6,44.1,5.6,486670,56230,430440,Asia
Mongolia,2011,13.6,25.0,44.8,5.7,502588,58658,443930,Asia
Mongolia,2012,13.9,25.4,45.6,5.9,518930,61124,457807,Asia
Montenegro,1980,21.6,27.0,35.1,19.2,112634,41055,71580,Europe
Montenegro,1981,21.6,27.0,35.2,19.2,114055,41407,72648,Europe
Montenegro,1982,21.5,27.1,35.3,19.2,115675,41904,73771,Europe
Montenegro,1983,21.4,27.3,35.5,19.3,117320,42448,74873,Europe
Montenegro,1984,21.3,27.4,35.8,19.4,118834,42929,75905,Europe
Montenegro,1985,21.3,27.5,35.9,19.4,120098,43321,76777,Europe
Montenegro,1986,21.4,27.5,35.9,19.4,121055,43578,77477,Europe
Montenegro,1987,21.5,27.4,35.8,19.3,121753,43716,78037,Europe
Montenegro,1988,21.6,27.3,35.7,19.2,122263,43807,78456,Europe
Montenegro,1989,21.8,27.2,35.6,19.1,122668,43919,78749,Europe
Montenegro,1990,21.9,27.1,35.4,19.0,123067,44093,78974,Europe
Montenegro,1991,22.2,27.0,35.3,19.0,123755,44404,79351,Europe
Montenegro,1992,22.6,27.1,35.4,19.1,124979,44877,80101,Europe
Montenegro,1993,23.2,27.3,35.8,19.2,126879,45510,81369,Europe
Montenegro,1994,23.9,27.5,36.1,19.3,128694,46073,82621,Europe
Montenegro,1995,24.5,27.6,36.4,19.3,130178,46530,83649,Europe
Montenegro,1996,24.9,27.7,36.5,19.3,130893,46786,84107,Europe
Montenegro,1997,25.2,27.7,36.5,19.3,131548,47207,84341,Europe
Montenegro,1998,25.3,27.7,36.5,19.4,132063,47603,84460,Europe
Montenegro,1999,25.4,27.8,36.5,19.5,132947,48088,84859,Europe
Montenegro,2000,25.4,27.8,36.5,19.6,133565,48484,85081,Europe
Montenegro,2001,25.3,27.8,36.5,19.6,134204,48871,85333,Europe
Montenegro,2002,25.2,27.8,36.4,19.7,134833,49219,85614,Europe
Montenegro,2003,25.0,27.8,36.3,19.7,135437,49531,85906,Europe
Montenegro,2004,24.8,27.7,36.2,19.8,135913,49769,86144,Europe
Montenegro,2005,24.7,27.7,36.1,19.7,136162,49900,86262,Europe
Montenegro,2006,24.5,27.5,35.8,19.7,135946,49872,86074,Europe
Montenegro,2007,24.3,27.3,35.5,19.6,135271,49691,85580,Europe
Montenegro,2008,24.1,27.1,35.1,19.4,134381,49431,84950,Europe
Montenegro,2009,24.0,26.9,34.9,19.3,133913,49283,84630,Europe
Montenegro,2010,23.9,26.7,34.6,19.2,133572,49185,84387,Europe
Montenegro,2011,23.7,26.6,34.4,19.1,133302,49114,84188,Europe
Montenegro,2012,23.6,26.5,34.3,19.1,133211,49099,84112,Europe
Morocco,1980,22.9,13.5,26.9,0.7,1495750,42416,1453334,Africa
Morocco,1981,22.5,13.5,26.9,0.7,1541757,43437,1498320,Africa
Morocco,1982,22.0,13.5,26.9,0.7,1586161,44221,1541941,Africa
Morocco,1983,21.7,13.5,26.9,0.7,1636254,45096,1591158,Africa
Morocco,1984,21.3,13.6,27.0,0.7,1688557,45956,1642601,Africa
Morocco,1985,20.9,13.6,27.0,0.7,1740939,46776,1694164,Africa
Morocco,1986,20.4,13.6,27.0,0.7,1792181,47545,1744636,Africa
Morocco,1987,20.2,13.7,27.1,0.7,1848991,48412,1800579,Africa
Morocco,1988,19.7,13.7,27.1,0.7,1904643,49313,1855330,Africa
Morocco,1989,19.2,13.7,27.2,0.7,1961000,50213,1910787,Africa
Morocco,1990,18.8,13.7,27.2,0.7,2016892,51107,1965785,Africa
Morocco,1991,18.3,13.7,27.3,0.7,2071669,52007,2019662,Africa
Morocco,1992,18.0,13.8,27.4,0.7,2132519,52879,2079639,Africa
Morocco,1993,17.9,13.9,27.5,0.7,2195434,53740,2141695,Africa
